loan_id,' no_of_dependents',' education',' self_employed',' income_annum',' loan_amount',' loan_term',' cibil_score',' residential_assets_value',' commercial_assets_value',' luxury_assets_value',' bank_asset_value',' loan_status'
1973,1,' Graduate',' Yes',8300000,17700000,10,673,23700000,5300000,28700000,4200000,' Approved'
1679,1,' Graduate',' Yes',6400000,17900000,6,575,6600000,7600000,23100000,5300000,' Approved'
992,2,' Not Graduate',' No',2300000,5000000,8,884,1400000,1700000,6100000,1500000,' Approved'
3428,0,' Not Graduate',' Yes',3500000,12600000,10,448,1200000,2500000,10400000,3600000,' Rejected'
2870,4,' Graduate',' No',9900000,26100000,2,481,14500000,5000000,23600000,9300000,' Rejected'
3387,1,' Not Graduate',' No',6900000,20900000,4,574,3200000,1800000,25000000,5200000,' Approved'
4039,3,' Not Graduate',' Yes',5200000,15000000,20,432,6900000,5000000,15600000,5100000,' Rejected'
3261,5,' Not Graduate',' Yes',1400000,5100000,4,348,2100000,900000,4000000,1300000,' Approved'
353,4,' Not Graduate',' No',3300000,9700000,14,782,2500000,0,10400000,2200000,' Approved'
2634,0,' Graduate',' No',7300000,16100000,2,490,7600000,1400000,21800000,10700000,' Rejected'
475,1,' Not Graduate',' Yes',9200000,31500000,18,698,5300000,6100000,20400000,8300000,' Approved'
444,2,' Graduate',' No',7700000,16700000,6,555,12900000,2900000,18100000,8500000,' Approved'
2582,4,' Graduate',' No',7800000,25400000,18,425,3000000,14000000,30500000,7200000,' Rejected'
4187,3,' Not Graduate',' Yes',4000000,8600000,4,667,11500000,6300000,15300000,3500000,' Approved'
3350,2,' Not Graduate',' No',4700000,14600000,20,597,8200000,6000000,14100000,6800000,' Approved'
3406,1,' Graduate',' Yes',3400000,7000000,4,534,3100000,1600000,13000000,4000000,' Rejected'
1971,5,' Not Graduate',' Yes',7500000,15000000,14,661,12100000,5800000,29900000,4400000,' Approved'
449,4,' Graduate',' No',4700000,15700000,4,868,3300000,2500000,13800000,4800000,' Approved'
2185,4,' Not Graduate',' No',3300000,7000000,20,504,8200000,3200000,7300000,2500000,' Rejected'
3747,5,' Graduate',' Yes',5000000,16400000,14,525,13000000,9100000,15300000,3300000,' Rejected'
2739,1,' Not Graduate',' Yes',600000,1400000,10,699,400000,500000,1300000,800000,' Approved'
3051,3,' Graduate',' No',3900000,9800000,6,604,10900000,7300000,7700000,3300000,' Approved'
1865,2,' Not Graduate',' No',5600000,13700000,2,558,7500000,9300000,12100000,6700000,' Approved'
3331,1,' Graduate',' No',6300000,17200000,12,714,10100000,4200000,24700000,8500000,' Approved'
2642,1,' Graduate',' No',6300000,18200000,18,849,4300000,5800000,15500000,5200000,' Approved'
1279,4,' Graduate',' No',7600000,29000000,8,739,22100000,8100000,22100000,8800000,' Approved'
3927,3,' Graduate',' No',4900000,12800000,14,653,7300000,1000000,13000000,7200000,' Approved'
2947,5,' Graduate',' Yes',3800000,12000000,2,649,6200000,5300000,10300000,4200000,' Approved'
3551,2,' Not Graduate',' No',9100000,18600000,20,403,18400000,11700000,20300000,9200000,' Rejected'
1065,0,' Not Graduate',' Yes',5600000,19100000,14,875,16700000,4700000,15100000,7700000,' Approved'
2703,5,' Not Graduate',' Yes',9700000,29100000,18,732,4700000,7400000,35600000,12400000,' Approved'
923,1,' Graduate',' Yes',9200000,29200000,6,669,9900000,12900000,23400000,11700000,' Approved'
1925,0,' Graduate',' Yes',5000000,19900000,6,748,8300000,8500000,11300000,3000000,' Approved'
995,2,' Graduate',' No',3200000,12600000,18,796,6200000,3500000,9600000,2000000,' Approved'
647,5,' Graduate',' Yes',5400000,21200000,20,734,7300000,1800000,11500000,7500000,' Approved'
842,0,' Graduate',' Yes',8300000,30000000,4,600,14600000,12500000,24800000,12000000,' Approved'
1836,2,' Not Graduate',' No',4300000,11800000,20,701,11600000,4600000,14200000,3300000,' Approved'
2423,2,' Graduate',' No',4600000,17500000,20,597,11400000,6100000,14100000,4100000,' Approved'
432,1,' Graduate',' No',1100000,3500000,8,562,2300000,1200000,3200000,500000,' Approved'
3151,3,' Graduate',' No',2100000,7700000,6,703,700000,4000000,8200000,1300000,' Approved'
1183,0,' Graduate',' Yes',6400000,21900000,12,727,15400000,10100000,24000000,5300000,' Approved'
4222,3,' Graduate',' Yes',1300000,4300000,18,412,600000,900000,5200000,1200000,' Rejected'
2620,3,' Not Graduate',' No',2700000,10800000,6,480,4400000,0,10300000,3500000,' Rejected'
1283,2,' Graduate',' No',9800000,25400000,2,655,19900000,4600000,21300000,7900000,' Approved'
4062,5,' Not Graduate',' No',2000000,6900000,18,516,4600000,3400000,6500000,1600000,' Rejected'
3406,1,' Graduate',' Yes',3400000,7000000,4,534,3100000,1600000,13000000,4000000,' Rejected'
819,2,' Not Graduate',' No',6500000,14100000,2,709,1000000,12700000,20900000,4000000,' Approved'
255,2,' Not Graduate',' No',2100000,4700000,2,546,6000000,3200000,5700000,1500000,' Rejected'
3453,5,' Not Graduate',' Yes',2300000,5000000,10,431,300000,3700000,8700000,2900000,' Rejected'
2723,1,' Graduate',' No',1000000,3600000,4,570,1000000,1300000,3700000,1000000,' Approved'
3067,3,' Not Graduate',' No',9200000,19500000,12,742,18300000,9900000,19500000,13700000,' Approved'
1008,0,' Graduate',' No',4400000,10600000,20,653,6800000,4600000,16800000,5400000,' Approved'
771,3,' Graduate',' No',4000000,12800000,18,635,6000000,7000000,12900000,4200000,' Approved'
3678,3,' Not Graduate',' Yes',5600000,20900000,14,649,4000000,10700000,13000000,8200000,' Approved'
717,3,' Graduate',' No',6800000,21200000,2,433,10700000,1900000,23200000,6300000,' Approved'
3094,5,' Not Graduate',' No',1400000,5300000,12,778,1600000,700000,4400000,700000,' Approved'
3457,1,' Not Graduate',' No',8000000,30900000,2,315,23500000,1200000,19500000,7300000,' Approved'
137,2,' Not Graduate',' No',4600000,16700000,2,786,200000,5900000,13900000,6100000,' Approved'
1863,2,' Not Graduate',' Yes',200000,600000,8,552,400000,200000,700000,200000,' Approved'
1059,3,' Not Graduate',' Yes',3000000,11400000,10,424,1800000,4200000,10900000,1500000,' Rejected'
2675,1,' Not Graduate',' Yes',2800000,6600000,18,801,4000000,4900000,7100000,3700000,' Approved'
2723,1,' Graduate',' No',1000000,3600000,4,570,1000000,1300000,3700000,1000000,' Approved'
2395,2,' Not Graduate',' Yes',4700000,13700000,6,506,1300000,7900000,16700000,3500000,' Rejected'
3995,2,' Not Graduate',' Yes',7000000,22500000,12,632,12500000,4600000,20400000,4900000,' Approved'
3261,5,' Not Graduate',' Yes',1400000,5100000,4,348,2100000,900000,4000000,1300000,' Approved'
2255,2,' Graduate',' No',4000000,9200000,16,784,3200000,600000,13000000,4900000,' Approved'
3902,5,' Graduate',' No',2300000,4900000,4,529,6200000,3900000,9200000,2000000,' Rejected'
1091,4,' Graduate',' No',9400000,32600000,4,898,18200000,4000000,22000000,10200000,' Approved'
1566,2,' Not Graduate',' Yes',3500000,13300000,4,420,6400000,1700000,8000000,2300000,' Approved'
3010,4,' Not Graduate',' No',1100000,3300000,18,417,1400000,1000000,4200000,700000,' Rejected'
2233,2,' Not Graduate',' No',6100000,15300000,2,799,7100000,5500000,17800000,5300000,' Approved'
3551,2,' Not Graduate',' No',9100000,18600000,20,403,18400000,11700000,20300000,9200000,' Rejected'
616,3,' Not Graduate',' No',5200000,17300000,10,401,2600000,1400000,12700000,6400000,' Rejected'
584,3,' Not Graduate',' Yes',3600000,13200000,16,557,9800000,4000000,9900000,2100000,' Approved'
1239,3,' Graduate',' Yes',1900000,5900000,8,651,700000,2100000,6200000,1500000,' Approved'
2682,4,' Not Graduate',' No',1500000,3100000,6,885,100000,2800000,3800000,1900000,' Approved'
1043,1,' Not Graduate',' Yes',3300000,10800000,2,550,6000000,3800000,11000000,4700000,' Approved'
3448,5,' Not Graduate',' Yes',8200000,20900000,14,726,11400000,4800000,26000000,8400000,' Approved'
36,2,' Graduate',' Yes',1700000,3400000,8,691,2700000,2800000,6000000,900000,' Approved'
427,2,' Graduate',' No',5500000,14800000,8,364,13000000,4500000,12600000,4500000,' Rejected'
4190,4,' Graduate',' Yes',8600000,23300000,12,785,18800000,3800000,23500000,4500000,' Approved'
68,0,' Not Graduate',' Yes',2700000,10100000,20,693,200000,1700000,5900000,1400000,' Rejected'
3533,4,' Graduate',' Yes',8200000,24000000,20,831,23000000,3000000,24800000,5400000,' Approved'
1445,5,' Graduate',' Yes',3400000,12300000,10,615,7000000,1600000,11400000,3500000,' Approved'
805,2,' Not Graduate',' Yes',800000,2100000,6,726,2000000,0,2600000,600000,' Approved'
126,3,' Graduate',' No',200000,600000,16,821,400000,100000,500000,100000,' Approved'
679,4,' Not Graduate',' Yes',4400000,16600000,14,889,800000,1400000,14900000,5900000,' Approved'
358,2,' Not Graduate',' No',8400000,26300000,4,419,22900000,7900000,29200000,6200000,' Approved'
241,2,' Graduate',' No',9600000,22500000,18,851,7400000,16200000,24300000,12700000,' Approved'
2727,4,' Graduate',' Yes',4700000,12000000,2,416,5800000,8200000,13000000,6800000,' Rejected'
3636,3,' Not Graduate',' Yes',5400000,16300000,4,512,1600000,3400000,13100000,6000000,' Approved'
2389,5,' Not Graduate',' Yes',8400000,18600000,20,703,2500000,7100000,28800000,9500000,' Approved'
1605,5,' Not Graduate',' Yes',1500000,5500000,4,414,800000,1400000,2900000,1200000,' Approved'
2283,0,' Graduate',' Yes',7500000,16600000,14,440,17200000,14500000,24100000,10300000,' Rejected'
3690,2,' Graduate',' No',3700000,13400000,16,393,6400000,600000,14200000,3500000,' Rejected'
3928,1,' Not Graduate',' Yes',700000,1800000,16,641,2100000,400000,1600000,900000,' Approved'
4018,3,' Graduate',' Yes',2200000,4400000,2,861,1300000,2600000,4500000,2300000,' Approved'
1024,4,' Not Graduate',' Yes',1100000,2900000,4,554,2800000,1000000,4100000,1600000,' Approved'
3708,3,' Graduate',' Yes',1700000,5800000,10,524,4100000,2900000,6600000,800000,' Rejected'
2461,5,' Graduate',' No',1100000,4000000,16,498,400000,100000,2300000,700000,' Rejected'
1653,3,' Graduate',' No',4300000,11200000,6,556,11000000,4300000,14500000,5100000,' Approved'
1083,1,' Graduate',' No',7500000,28300000,16,707,9700000,1100000,16300000,6700000,' Approved'
906,5,' Not Graduate',' No',9700000,37000000,14,459,28700000,17900000,22800000,5600000,' Rejected'
55,2,' Graduate',' Yes',5100000,19700000,20,590,7400000,9300000,19400000,3400000,' Approved'
1319,3,' Graduate',' No',6400000,24100000,12,571,19000000,11500000,13200000,7500000,' Approved'
3097,3,' Graduate',' No',7400000,18500000,8,818,10400000,8800000,28000000,8400000,' Approved'
64,3,' Not Graduate',' Yes',3300000,7500000,20,586,1600000,5600000,10500000,2900000,' Approved'
3419,5,' Not Graduate',' No',3100000,12300000,18,805,4900000,1900000,6100000,2800000,' Approved'
408,4,' Not Graduate',' No',900000,3300000,10,649,0,400000,1800000,1200000,' Approved'
1493,1,' Not Graduate',' No',5700000,17200000,4,512,4300000,7000000,21400000,3000000,' Approved'
1106,4,' Not Graduate',' Yes',8000000,19200000,18,682,2500000,8900000,19000000,5300000,' Approved'
46,4,' Graduate',' No',8000000,27800000,16,331,13000000,6300000,21400000,10900000,' Rejected'
501,2,' Graduate',' No',200000,700000,8,851,400000,200000,800000,200000,' Approved'
93,4,' Graduate',' No',3800000,8900000,4,844,9100000,3500000,13100000,4700000,' Approved'
1111,5,' Graduate',' Yes',8100000,32100000,6,823,18200000,1800000,24100000,6500000,' Approved'
2966,1,' Not Graduate',' Yes',8000000,20700000,6,570,1000000,11700000,23200000,11300000,' Approved'
3615,5,' Graduate',' No',2500000,6400000,16,590,3200000,3900000,5800000,3500000,' Approved'
671,1,' Graduate',' Yes',2000000,5600000,18,320,2400000,2300000,4600000,2100000,' Rejected'
3227,5,' Not Graduate',' Yes',2400000,6500000,20,513,6400000,2100000,5200000,2600000,' Rejected'
979,2,' Not Graduate',' No',2400000,8800000,18,421,3200000,1500000,6700000,1400000,' Rejected'
3560,4,' Not Graduate',' No',2700000,10700000,6,857,7400000,4200000,8200000,2800000,' Approved'
239,3,' Not Graduate',' Yes',4700000,17500000,8,585,1200000,3100000,9600000,4900000,' Approved'
477,4,' Not Graduate',' No',4100000,13500000,18,490,4700000,6200000,13900000,2000000,' Rejected'
1912,1,' Graduate',' No',7500000,16000000,10,541,16300000,4500000,22400000,5100000,' Rejected'
2485,5,' Graduate',' No',3100000,10500000,6,584,7700000,2100000,10900000,2900000,' Approved'
1047,2,' Not Graduate',' Yes',2500000,6900000,12,325,5800000,1600000,6400000,3600000,' Rejected'
2279,3,' Not Graduate',' Yes',5800000,13600000,12,321,1700000,3300000,22300000,3400000,' Rejected'
2383,3,' Graduate',' Yes',8700000,33600000,14,314,7700000,10000000,21700000,6200000,' Rejected'
2485,5,' Graduate',' No',3100000,10500000,6,584,7700000,2100000,10900000,2900000,' Approved'
1483,0,' Not Graduate',' Yes',2300000,6200000,8,712,6800000,1700000,8800000,1500000,' Approved'
1134,2,' Graduate',' No',4800000,18500000,20,605,5700000,5500000,14700000,5800000,' Approved'
669,4,' Not Graduate',' No',2200000,8600000,20,373,4100000,1300000,5900000,1400000,' Rejected'
293,3,' Graduate',' Yes',3600000,10700000,16,312,2300000,1600000,13100000,5200000,' Rejected'
32,2,' Graduate',' No',5700000,12000000,6,363,3600000,7400000,21700000,4300000,' Rejected'
1498,0,' Not Graduate',' Yes',900000,2100000,6,521,100000,1700000,2100000,700000,' Rejected'
665,4,' Not Graduate',' Yes',9400000,35000000,10,517,10700000,15100000,27500000,6700000,' Rejected'
3463,0,' Graduate',' No',6500000,20200000,16,842,8300000,12200000,14300000,9600000,' Approved'
3009,2,' Not Graduate',' No',7100000,27000000,10,430,20700000,8300000,24500000,4200000,' Rejected'
7,5,' Graduate',' No',8700000,33000000,4,678,22500000,14800000,29200000,4300000,' Approved'
2099,1,' Graduate',' Yes',4900000,15200000,10,429,5700000,7300000,14400000,3300000,' Rejected'
2359,3,' Graduate',' No',7600000,28700000,18,781,21300000,12400000,29600000,8000000,' Approved'
3183,4,' Not Graduate',' No',5000000,11400000,6,336,1600000,4000000,15500000,2500000,' Rejected'
1627,4,' Not Graduate',' No',2900000,8700000,6,409,3700000,5500000,8200000,2200000,' Rejected'
1717,1,' Graduate',' No',2500000,6900000,20,495,4800000,3300000,5700000,3700000,' Rejected'
1,2,' Graduate',' No',9600000,29900000,12,778,2400000,17600000,22700000,8000000,' Approved'
681,0,' Not Graduate',' Yes',3200000,7400000,18,780,4200000,2600000,9000000,2800000,' Approved'
589,5,' Not Graduate',' Yes',1100000,2800000,10,647,2700000,2000000,4300000,1400000,' Approved'
1183,0,' Graduate',' Yes',6400000,21900000,12,727,15400000,10100000,24000000,5300000,' Approved'
2427,2,' Not Graduate',' No',8400000,23200000,16,476,15200000,5400000,18700000,8600000,' Rejected'
3698,0,' Not Graduate',' No',3700000,10600000,20,484,5800000,1300000,13900000,3500000,' Rejected'
193,1,' Graduate',' No',800000,2900000,8,682,2200000,1100000,2900000,700000,' Approved'
67,3,' Not Graduate',' No',8300000,29100000,10,715,6100000,11900000,24100000,11900000,' Approved'
4162,5,' Not Graduate',' No',1100000,4000000,2,362,1800000,1300000,3500000,1100000,' Approved'
3114,1,' Not Graduate',' No',6200000,18200000,18,324,3100000,12000000,19200000,3400000,' Rejected'
3174,2,' Graduate',' Yes',4600000,12600000,2,355,6300000,6900000,14800000,6500000,' Rejected'
1390,5,' Not Graduate',' No',4600000,11500000,16,668,6500000,3100000,10200000,5500000,' Approved'
1360,5,' Graduate',' No',4700000,10200000,16,874,10800000,7700000,11100000,7000000,' Approved'
526,0,' Graduate',' Yes',6900000,17000000,20,599,18100000,9400000,26600000,4300000,' Approved'
1675,1,' Not Graduate',' No',9800000,21300000,2,356,23000000,12300000,25700000,14600000,' Rejected'
1495,1,' Graduate',' Yes',2200000,8700000,20,539,1000000,4000000,8200000,2600000,' Rejected'
2927,3,' Graduate',' Yes',4000000,14700000,8,376,3000000,6200000,8900000,4200000,' Rejected'
3838,2,' Not Graduate',' Yes',2600000,7600000,10,400,6800000,2800000,10100000,3200000,' Rejected'
482,0,' Graduate',' Yes',5300000,15000000,2,900,1700000,2100000,21000000,5800000,' Approved'
483,4,' Graduate',' No',8300000,24900000,16,506,15400000,5600000,26700000,7000000,' Rejected'
2010,4,' Graduate',' No',700000,1800000,8,874,1600000,1000000,1300000,300000,' Approved'
1757,0,' Graduate',' No',8800000,32900000,18,576,1300000,8700000,32600000,5600000,' Approved'
3564,5,' Graduate',' No',6800000,19300000,6,865,12100000,100000,22900000,9000000,' Approved'
3027,0,' Graduate',' Yes',2700000,9700000,20,551,1300000,1300000,7100000,1600000,' Approved'
1557,5,' Not Graduate',' Yes',5600000,20500000,8,873,5500000,9500000,19400000,7800000,' Approved'
4017,4,' Not Graduate',' Yes',9200000,30100000,6,632,23700000,6600000,34200000,6200000,' Approved'
2950,0,' Graduate',' Yes',8500000,33700000,10,483,18800000,8900000,29000000,12200000,' Rejected'
2049,5,' Graduate',' Yes',8100000,20300000,18,751,1600000,7900000,31700000,7400000,' Approved'
43,3,' Graduate',' No',1400000,3400000,6,540,200000,1500000,3900000,800000,' Rejected'
1027,2,' Not Graduate',' Yes',1900000,7000000,14,818,4800000,3500000,4500000,2100000,' Approved'
3913,1,' Graduate',' No',7100000,14300000,12,720,4600000,500000,27300000,8400000,' Approved'
3711,5,' Not Graduate',' Yes',4500000,12700000,8,307,11000000,3800000,12600000,2700000,' Rejected'
961,1,' Graduate',' Yes',6500000,13900000,8,369,9600000,300000,17200000,8300000,' Rejected'
2147,3,' Not Graduate',' No',7400000,23400000,16,700,19300000,3000000,20700000,8900000,' Approved'
2753,1,' Graduate',' No',200000,300000,12,697,600000,300000,700000,100000,' Approved'
444,2,' Graduate',' No',7700000,16700000,6,555,12900000,2900000,18100000,8500000,' Approved'
2920,1,' Not Graduate',' No',8900000,28400000,6,709,21600000,5500000,26200000,7900000,' Approved'
3528,0,' Graduate',' No',1800000,6900000,10,853,900000,400000,3700000,1700000,' Rejected'
2342,1,' Graduate',' Yes',8000000,30600000,10,720,23700000,8500000,24900000,9700000,' Approved'
213,2,' Not Graduate',' No',8500000,32700000,18,471,12600000,9400000,33900000,12500000,' Rejected'
1499,1,' Not Graduate',' No',2900000,7400000,10,874,400000,1200000,10100000,3300000,' Approved'
2727,4,' Graduate',' Yes',4700000,12000000,2,416,5800000,8200000,13000000,6800000,' Rejected'
2569,3,' Not Graduate',' Yes',4400000,16300000,20,561,5500000,8000000,12000000,4000000,' Approved'
2276,3,' Not Graduate',' Yes',8500000,24900000,18,749,9600000,1200000,31700000,10100000,' Approved'
