Make,Model,'Vehicle Class','Engine Size(L)',Cylinders,Transmission,'Fuel Type','Fuel Consumption City (L/100 km)','Fuel Consumption Hwy (L/100 km)','Fuel Consumption Comb (L/100 km)','Fuel Consumption Comb (mpg)','CO2 Emissions(g/km)'
TOYOTA,'RAV4 LE/XLE','SUV - SMALL',2.5,4,AS6,X,10,7.6,8.9,32,205
CHRYSLER,'200 SEDAN FFV',MID-SIZE,3.6,6,A6,X,12.5,8.1,10.5,27,242
VOLKSWAGEN,'BEETLE CONVERTIBLE',SUBCOMPACT,1.8,4,AS6,X,9.8,7.3,8.7,32,200
AUDI,A8L,FULL-SIZE,4,8,AS8,Z,13.1,8.3,10.9,26,255
BMW,'428i COUPE',COMPACT,2,4,M6,Z,10.7,7,9,31,211
NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,8.1,6.3,7.3,39,171
DODGE,'Challenger SRT Hellcat',MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352
GMC,'Yukon XL','SUV - STANDARD',5.3,8,A6,X,15.7,10.5,13.4,21,314
AUDI,'Q3 QUATTRO',COMPACT,2,4,AS6,Z,11.9,8.4,10.3,27,237
CADILLAC,'CT6 AWD',FULL-SIZE,3.6,6,AS10,X,13,8.8,11.1,25,261
MAZDA,'MAZDA6 (i-ELOOP)',MID-SIZE,2.5,4,AS6,X,8.9,6.7,7.9,36,186
LEXUS,'NX 300h AWD','SUV - SMALL',2.5,4,AV6,X,7.2,7.9,7.5,38,176
CHEVROLET,'EQUINOX FFV','SUV - SMALL',2.4,4,A6,X,10.5,7.3,9.1,31,209
MERCEDES-BENZ,'C 250 COUPE',SUBCOMPACT,1.8,4,AS7,Z,11,7.4,9.4,30,216
PORSCHE,'911 Carrera S Cabriolet',MINICOMPACT,3,6,AM8,Z,12.7,10.2,11.6,24,272
AUDI,'A5 QUATTRO',SUBCOMPACT,2,4,M6,Z,10.6,7.3,9.1,31,209
AUDI,'A3 CABRIOLET QUATTRO',SUBCOMPACT,2,4,AM6,Z,10.1,7.5,8.9,32,205
LEXUS,'GS 350 AWD',MID-SIZE,3.5,6,AS6,Z,12.3,9.1,10.9,26,254
PORSCHE,'MACAN GTS','SUV - SMALL',3,6,A7,Z,13.8,10.3,12.3,23,287
KIA,'Sorento AWD','SUV - SMALL',3.3,6,AS8,X,12.3,9.5,11.1,25,261
DODGE,'JOURNEY FFV','SUV - SMALL',3.6,6,A6,X,14.2,9.5,12.1,23,284
JEEP,'CHEROKEE 4X4 ACTIVE DRIVE II','SUV - SMALL',3.2,6,A9,X,12.8,9,11.1,25,259
AUDI,'A5 CABRIOLET QUATTRO',SUBCOMPACT,2,4,AS8,Z,11.3,8,9.8,29,230
DODGE,'JOURNEY FFV','SUV - SMALL',3.6,6,A6,X,14.2,9.5,12.1,23,284
LEXUS,'NX 300h AWD','SUV - SMALL',2.5,4,AV6,X,7.2,7.9,7.5,38,176
FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,X,13.6,8.4,11.2,25,264
'LAND ROVER',LR4,'SUV - STANDARD',3,6,AS8,Z,16.2,12.1,14.3,20,336
PORSCHE,'911 TARGA 4',MINICOMPACT,3.4,6,M7,Z,12.9,9,11.1,25,255
DODGE,'CHARGER AWD',FULL-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258
FORD,'F-150 4X4','PICKUP TRUCK - STANDARD',3,6,AS10,D,11.8,9.3,10.7,26,287
FORD,'EDGE AWD','SUV - SMALL',2.7,6,AS6,X,13.8,9.8,12,24,281
DODGE,'CHALLENGER SRT (MDS)',MID-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,302
VOLVO,'V60 POLESTAR','STATION WAGON - SMALL',2,4,AS8,Z,11.8,8.5,10.3,27,241
MINI,'JOHN COOPER WORKS',SUBCOMPACT,2,4,AS6,Z,9.4,7.5,8.5,33,199
BMW,'320i SEDAN',COMPACT,2,4,AS8,Z,10,6.5,8.4,34,193
CHEVROLET,SONIC,COMPACT,1.4,4,M6,X,8.5,6.2,7.5,38,173
'LAND ROVER','RANGE ROVER EVOQUE','SUV - SMALL',2,4,AS9,Z,11.3,7.9,9.7,29,229
PORSCHE,'PANAMERA 4S EXECUTIVE',FULL-SIZE,3,6,AM7,Z,13.7,8.9,11.5,25,264
HYUNDAI,Elantra,MID-SIZE,1.6,4,AM7,X,8.9,7,8.1,35,192
CHEVROLET,EQUINOX,'SUV - SMALL',3.6,6,A6,E,18.8,13.1,16.2,17,259
SUBARU,'IMPREZA AWD',COMPACT,2.5,4,M6,Z,14.2,10.4,12.5,23,288
BMW,M235i,SUBCOMPACT,3,6,AS8,Z,11.6,7.7,9.9,29,232
MASERATI,'GranTurismo Convertible',SUBCOMPACT,4.7,8,AS6,Z,17.8,11.6,15,19,354
'ASTON MARTIN','Vantage V8',TWO-SEATER,4,8,A8,Z,12.7,9.4,11.2,25,264
'ALFA ROMEO','4C Spider',TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,197
CHEVROLET,SILVERADO,'PICKUP TRUCK - STANDARD',5.3,8,A6,X,14.6,10.4,12.7,22,298
GMC,'Yukon XL FFV','SUV - STANDARD',5.3,8,A6,E,21.2,13.9,17.9,16,298
DODGE,'JOURNEY AWD','SUV - SMALL',3.6,6,A6,X,14.5,10,12.4,23,292
GMC,'Yukon XL 4WD','SUV - STANDARD',6.2,8,A10,Z,17.1,11.3,14.5,19,340
RAM,'1500 4X4 ECODIESEL','PICKUP TRUCK - STANDARD',3,6,A8,D,12.3,8.8,10.8,26,289
CHEVROLET,TRAVERSE,'SUV - STANDARD',2,4,A9,Z,11.7,9,10.5,27,246
KIA,SEDONA,MINIVAN,3.5,6,A6,X,13.7,9.9,12,24,276
LAMBORGHINI,'HURACAN AWD',TWO-SEATER,5.2,10,AM7,Z,17.2,12.2,15,19,349
VOLKSWAGEN,'GOLF R',COMPACT,2,4,M6,Z,11.1,8.1,9.8,29,227
FORD,FUSION,MID-SIZE,2.5,4,AS6,X,10.5,7,8.9,32,205
JAGUAR,'F-TYPE CONVERTIBLE',TWO-SEATER,3,6,M6,Z,14.9,9.8,12.6,22,296
MAZDA,'CX-5 (Cylinder Deactivation)','SUV - SMALL',2.5,4,AS6,X,9.3,7.6,8.5,33,201
FORD,'F-150 4X4 (Payload Pkg)','PICKUP TRUCK - STANDARD',3.5,6,AS10,X,14.7,11.2,13.1,22,308
RAM,'1500 4X4','PICKUP TRUCK - STANDARD',3.6,6,A8,X,14.6,10.1,12.6,22,290
CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Z,16.6,11.1,14.1,20,332
GENESIS,'G90 AWD',FULL-SIZE,3.3,6,AS8,Z,13.6,9.5,11.8,24,280
LINCOLN,'MKT LIVERY','SPECIAL PURPOSE VEHICLE',2,4,AS6,X,11.5,8.4,10.1,28,232
FORD,'F-150 4X4 (LT Tire Pkg)','PICKUP TRUCK - STANDARD',3,6,AS10,D,11.8,9.3,10.7,26,288
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,A8,Z,18.7,11.8,15.6,18,359
NISSAN,'370Z ROADSTER',TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,24,278
FORD,'EXPLORER FFV','SUV - STANDARD',3.5,6,AS6,X,13.7,9.7,11.9,24,274
MINI,'COOPER CLUBMAN ALL4',MID-SIZE,1.5,3,AS8,Z,10.2,7.8,9.1,31,213
TOYOTA,'Tacoma 4WD','PICKUP TRUCK - SMALL',3.5,6,AS6,X,13,10.5,11.9,24,278
PORSCHE,'911 TARGA 4',MINICOMPACT,3.4,6,M7,Z,12.9,9,11.1,25,255
LINCOLN,'MKZ HYBRID',MID-SIZE,2,4,AV,X,5.7,6.2,5.9,48,139
NISSAN,'Frontier 4WD','PICKUP TRUCK - SMALL',4,6,A5,X,15.8,11.5,13.9,20,326
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Z,13.7,8.2,11.2,25,263
LEXUS,'GS 350 AWD',MID-SIZE,3.5,6,AS6,Z,12.3,9.1,10.9,26,254
AUDI,S3,SUBCOMPACT,2,4,AM7,Z,10.7,8,9.5,30,222
GMC,SIERRA,'PICKUP TRUCK - STANDARD',5.3,8,A8,X,14.9,10.9,13.1,22,307
FORD,'ESCAPE AWD','SUV - SMALL',2,4,AS6,X,11.4,8.4,10,28,236
MERCEDES-BENZ,'AMG GLE 43 4MATIC','SUV - STANDARD',3,6,A9,Z,14,10.6,12.4,23,292
HONDA,'Odyssey Touring',MINIVAN,3.5,6,AS10,X,12.2,8.5,10.6,27,247
MITSUBISHI,'Mirage G4',COMPACT,1.2,3,M5,X,7.2,5.9,6.6,43,153
GMC,'SIERRA 4WD FFV','PICKUP TRUCK - STANDARD',5.3,8,A6,E,20.5,14.4,17.8,16,295
NISSAN,JUKE,'STATION WAGON - SMALL',1.6,4,M6,Z,8.5,6.9,7.8,36,183
PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,12.9,8.4,10.9,26,255
MAZDA,'CX-5 4WD','SUV - SMALL',2.5,4,AS6,X,9.9,7.9,9,31,207
BMW,'435i xDRIVE COUPE',COMPACT,3,6,AS8,Z,12,7.9,10.2,28,238
NISSAN,Micra,COMPACT,1.6,4,A4,X,9,6.8,8,35,188
INFINITI,'Q60 AWD',SUBCOMPACT,3,6,AS7,Z,12.3,8.7,10.7,26,251
CHRYSLER,'200 SEDAN FFV',MID-SIZE,3.6,6,A6,X,12.5,8.1,10.5,27,242
CHEVROLET,'TAHOE 4WD FFV','SUV - STANDARD',5.3,8,A6,X,15.2,10.8,13.2,21,310
FORD,'F-150 FFV','PICKUP TRUCK - STANDARD',3.5,6,A6,X,13.2,9.7,11.6,24,272
DODGE,'CHALLENGER SRT HELLCAT',MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352
PORSCHE,'CAYENNE PLATINUM','SUV - STANDARD',3.6,6,A8,Z,13.6,10.2,12.1,23,281
FORD,'Mustang (Performance Pkg)',SUBCOMPACT,2.3,4,AS10,X,11.8,8.4,10.3,27,242
TOYOTA,'SEQUOIA 4WD','SUV - STANDARD',5.7,8,AS6,X,19,13.9,16.7,17,384
SCION,xB,'STATION WAGON - SMALL',2.4,4,M5,X,10.8,8.5,9.8,29,225
CHRYSLER,'Pacifica (Stop-Start)',MINIVAN,3.6,6,A9,X,12.4,8.4,10.6,27,249
ROLLS-ROYCE,'PHANTOM DROPHEAD COUPE',COMPACT,6.7,12,A8,Z,20.7,12.7,17.1,17,393
FORD,FIESTA,SUBCOMPACT,1.6,4,AM6,X,8.6,6.4,7.6,37,179
BUICK,'Regal AWD',MID-SIZE,3.6,6,AS9,X,12.4,8.7,10.7,26,251
FORD,'FOCUS FFV',COMPACT,2,4,AM6,E,12.2,8.8,10.6,27,177
DODGE,CHALLENGER,MID-SIZE,3.6,6,A5,X,13.2,8.7,11.2,25,258
DODGE,'JOURNEY FFV','SUV - SMALL',3.6,6,A6,E,18.9,12.9,16.2,17,259
FORD,'TAURUS AWD',FULL-SIZE,3.5,6,AS6,X,14.7,9.8,12.5,23,293
MERCEDES-BENZ,'CLA 250',COMPACT,2,4,AS7,Z,9.4,6.4,8.1,35,188
JEEP,'Cherokee 4X4 Active Drive I','SUV - SMALL',2.4,4,A9,X,11.2,8,9.8,29,230
MINI,'COOPER CONVERTIBLE',MINICOMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179
MERCEDES-BENZ,'E 350 CABRIOLET',SUBCOMPACT,3.5,6,AS7,Z,12,8.5,10.4,27,239
MERCEDES-BENZ,'E 400 COUPE',SUBCOMPACT,3,6,AS7,Z,11.8,8.4,10.2,28,239
HYUNDAI,ELANTRA,MID-SIZE,2,4,AS6,X,8.3,6.4,7.4,38,174
CHEVROLET,Blazer,'SUV - SMALL',3.6,6,A9,X,12,9,10.6,27,250
BMW,'440i xDRIVE COUPE',COMPACT,3,6,M6,Z,12.2,8.4,10.5,27,245
CHEVROLET,TAHOE,'SUV - STANDARD',5.3,8,A6,E,20.2,13.6,17.2,16,275
SCION,tC,COMPACT,2.5,4,AS6,X,10.2,7.5,9,31,207
TOYOTA,'RAV4 HYBRID AWD','SUV - SMALL',2.5,4,AV6,X,6.9,7.6,7.2,39,169
DODGE,'CHALLENGER GT AWD FFV',MID-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258
GMC,Acadia,'SUV - STANDARD',2.5,4,A6,X,11.1,9.2,10.2,28,237
BMW,'X7 xDrive40i','SUV - STANDARD',3,6,AS8,Z,12,9.4,10.8,26,254
MERCEDES-BENZ,'S 560 4MATIC',FULL-SIZE,4,8,A9,Z,13.5,8.6,11.3,25,265
LEXUS,'UX 250h',COMPACT,2,4,AV6,X,5.5,5.7,5.6,50,130
GMC,'YUKON 4WD','SUV - STANDARD',5.3,8,A6,X,15.1,10.4,13,22,299
FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,8.7,6.4,7.6,37,175
RAM,'1500 4X4 FFV','PICKUP TRUCK - STANDARD',3.6,6,A8,X,14.5,10.2,12.6,22,294
TOYOTA,'COROLLA LE ECO (2-mode)',MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41,159
LEXUS,'GS 350',MID-SIZE,3.5,6,AS8,Z,12.3,8.5,10.6,27,244
MINI,'COOPER S PACEMAN ALL4',COMPACT,1.6,4,AS6,Z,10.1,7.8,9,31,207
GMC,Acadia,'SUV - STANDARD',2.5,4,A6,X,11.1,9.2,10.2,28,237
INFINITI,'QX50 AWD','SUV - SMALL',2,4,AV8,Z,10.8,8.3,9.7,29,228
BUICK,'ENCLAVE AWD','SUV - STANDARD',3.6,6,A6,X,14.6,10.2,12.6,22,290
MASERATI,'GHIBLI AWD',MID-SIZE,3,6,AS8,Z,15.2,9.6,12.7,22,292
MERCEDES-BENZ,'METRIS CARGO','SPECIAL PURPOSE VEHICLE',2,4,AS7,Z,10.8,9.5,10.2,28,233
DODGE,Challenger,MID-SIZE,5.7,8,M6,Z,15.6,10.1,13.1,22,307
FORD,'F-150 FFV 4X4','PICKUP TRUCK - STANDARD',5,8,AS10,E,20,15.6,18,16,300
KIA,'SEDONA SX',MINIVAN,3.3,6,AS6,X,12.9,9.5,11.4,25,269
SUBARU,'IMPREZA AWD',COMPACT,2,4,M5,X,9.6,7.1,8.5,33,196
LEXUS,'LS 600h L',MID-SIZE,5,8,AV8,Z,12.7,10.1,11.5,25,268
VOLVO,'XC60 T5 AWD','SUV - SMALL',2.5,5,AS6,X,12.5,9.2,11,26,254
CHEVROLET,'TAHOE 4WD FFV','SUV - STANDARD',5.3,8,A6,X,15.2,10.8,13.2,21,310
PORSCHE,'911 CARRERA 4 GTS',MINICOMPACT,3.8,6,AM7,Z,12.6,9.2,11.1,25,255
BMW,'X3 xDRIVE28d','SUV - SMALL',2,4,AS8,D,8.6,6.9,7.9,36,213
SCION,FR-S,MINICOMPACT,2,4,M6,Z,10.9,7.9,9.6,29,224
FORD,'F-150 (LT Tire Pkg)','PICKUP TRUCK - STANDARD',3.5,6,AS10,X,13,10.2,11.7,24,274
JEEP,'WRANGLER 4X4','SUV - SMALL',3.6,6,A5,X,14.1,11.1,12.8,22,299
BUICK,'REGAL eASSIST',MID-SIZE,2.4,4,AS6,X,9.6,6.5,8.2,34,193
BMW,'440i xDRIVE GRAN COUPE',COMPACT,3,6,AS8,Z,11.4,7.8,9.8,29,228
GMC,'YUKON 4WD','SUV - STANDARD',5.3,8,A6,X,15.2,10.8,13.2,21,310
JAGUAR,'F-TYPE V8 S CONVERTIBLE',TWO-SEATER,5,8,AS8,Z,15,10.2,12.8,22,294
CHEVROLET,COLORADO,'PICKUP TRUCK - SMALL',2.5,4,A6,X,12.1,9.2,10.8,26,253
PORSCHE,'CAYENNE TURBO S','SUV - STANDARD',4.8,8,A8,Z,18,11.9,15.2,19,358
LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,AM7,Z,16.8,11.4,14.4,20,336
VOLKSWAGEN,CC,COMPACT,2,4,AM6,Z,10.7,7.7,9.3,30,214
ACURA,TLX,COMPACT,3.5,6,AS9,Z,11.2,6.9,9.2,31,212
FORD,'E350 WAGON FFV','VAN - PASSENGER',5.4,8,A4,E,26.7,20.5,23.9,12,382
GMC,Canyon,'PICKUP TRUCK - SMALL',2.5,4,A6,X,12.1,9.2,10.8,26,253
INFINITI,Q70,MID-SIZE,3.7,6,AS7,Z,12.8,8.9,11,26,253
HONDA,'RIDGELINE AWD','PICKUP TRUCK - STANDARD',3.5,6,A6,X,12.8,9.5,11.3,25,264
AUDI,'A7 quattro',MID-SIZE,3,6,AM7,Z,10.9,8.2,9.7,29,226
MITSUBISHI,LANCER,COMPACT,2,4,AV6,X,9.2,7,8.2,34,189
AUDI,'A4 QUATTRO',COMPACT,2,4,AS8,Z,11,7.8,9.6,29,221
'ASTON MARTIN','V8 VANTAGE S',TWO-SEATER,4.7,8,M6,Z,18.1,12.2,15.4,18,354
DODGE,'CHALLENGER SRT',MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325
BMW,'328d xDRIVE',COMPACT,2,4,AS8,D,7.8,5.9,7,40,184
BMW,M3,COMPACT,3,6,M6,Z,13.5,9.3,11.6,24,273
BUICK,'Envision AWD','SUV - SMALL',2,4,A9,Z,11.7,9.4,10.7,26,250
RAM,'1500 Classic','PICKUP TRUCK - STANDARD',5.7,8,A8,X,15.7,11,13.6,21,319
CHEVROLET,'SILVERADO 4WD','PICKUP TRUCK - STANDARD',5.3,8,A6,E,19.9,14.2,17.3,16,277
HYUNDAI,ELANTRA,MID-SIZE,1.8,4,M6,X,8.8,6.4,7.7,37,177
HYUNDAI,'ELANTRA GT',FULL-SIZE,2,4,M6,X,9.8,7.3,8.7,32,205
AUDI,'A3 CABRIOLET QUATTRO',SUBCOMPACT,2,4,AM6,Z,10.1,7.5,8.9,32,205
MERCEDES-BENZ,'AMG S 63 4MATIC',FULL-SIZE,5.5,8,AS7,Z,15.7,10.1,13.2,21,313
FORD,'F-150 4X4','PICKUP TRUCK - STANDARD',2.7,6,AS6,X,13.1,10.1,11.7,24,275
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,8.3,6.7,7.5,38,178
BMW,'330i xDRIVE GRAN TURISMO',FULL-SIZE,2,4,AS8,Z,10.5,7.4,9.1,31,213
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,19.2,12.4,16.1,18,370
HONDA,Odyssey,MINIVAN,3.5,6,AS9,X,12.6,8.4,10.7,26,252
PORSCHE,'911 Carrera 4S',MINICOMPACT,3,6,M7,Z,12.1,8.4,10.4,27,243
MINI,'COOPER S CONVERTIBLE',MINICOMPACT,1.6,4,M6,Z,9.1,6.8,8.1,35,186
DODGE,'CHALLENGER GT AWD FFV',MID-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258
JEEP,Compass,'SUV - SMALL',2.4,4,A6,X,10.6,7.6,9.3,30,218
HYUNDAI,'ELANTRA GT',MID-SIZE,2,4,M6,X,9.8,6.9,8.5,33,196
'ALFA ROMEO','STELVIO AWD','SUV - SMALL',2,4,A8,Z,10.8,8.3,9.6,29,226
JEEP,Renegade,'SUV - SMALL',1.3,4,A9,X,9.8,7.4,8.7,32,204
MERCEDES-BENZ,'GLA 250 4MATIC','SUV - SMALL',2,4,AS7,Z,9.8,7.4,8.7,32,200
HYUNDAI,'ELANTRA GT',MID-SIZE,2,4,M6,X,9.8,6.9,8.5,33,196
MAZDA,'CX-5 4WD','SUV - SMALL',2,4,AS6,X,9.3,7.6,8.5,33,196
JEEP,'WRANGLER JK UNLIMITED 4X4','SUV - SMALL',3.6,6,M6,X,15,11.4,13.3,21,312
MERCEDES-BENZ,'E 350 CABRIOLET',SUBCOMPACT,3.5,6,AS7,Z,12,8.5,10.4,27,239
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS8,Z,15.5,9.2,12.7,22,297
JEEP,COMPASS,'SUV - SMALL',2,4,AV,X,10.8,8.9,10,28,234
PORSCHE,'CAYENNE TURBO','SUV - STANDARD',4.8,8,A8,Z,16.7,11.2,14.2,20,334
DODGE,Challenger,MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
JEEP,CHEROKEE,'SUV - SMALL',2.4,4,A9,X,10.9,7.7,9.5,30,223
JEEP,'COMPASS 4X4','SUV - SMALL',2.4,4,A6,X,11.4,8.7,10.2,28,235
CHEVROLET,'COLORADO 4WD','PICKUP TRUCK - SMALL',2.8,4,A6,D,12,8.2,10.3,27,277
HONDA,HR-V,'STATION WAGON - SMALL',1.8,4,M6,X,9.4,7.1,8.4,34,195
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS8,Z,15.5,9.2,12.7,22,297
TOYOTA,'SEQUOIA 4WD','SUV - STANDARD',5.7,8,AS6,X,19,13.9,16.7,17,384
MASERATI,'GHIBLI AWD',MID-SIZE,3,6,AS8,Z,15.2,9.6,12.7,22,292
MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,9.1,6.7,8,35,187
LAMBORGHINI,'GALLARDO COUPE',TWO-SEATER,5.2,10,A6,Z,18,12.8,15.7,18,361
KIA,'SPORTAGE AWD','SUV - SMALL',2.4,4,A6,X,12,9.1,10.7,26,246
ACURA,'TLX SH-AWD',COMPACT,3.5,6,AS9,Z,11.4,7.7,9.8,29,228
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Z,14.2,9,11.9,24,278
NISSAN,'MURANO AWD','STATION WAGON - MID-SIZE',3.5,6,AV7,X,11.2,8.4,9.9,29,232
ACURA,TLX,COMPACT,3.5,6,AS9,Z,11.2,6.9,9.2,31,212
GMC,'YUKON 4WD','SUV - STANDARD',5.3,8,A6,X,15.2,10.8,13.2,21,310
GMC,'TERRAIN FFV','SUV - SMALL',2.4,4,A6,X,10.5,7.3,9.1,31,214
'ASTON MARTIN','VANTAGE GT',TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19,343
JEEP,Compass,'SUV - SMALL',2.4,4,A6,X,10.6,7.6,9.3,30,218
BUICK,LACROSSE,MID-SIZE,3.6,6,AS6,E,18.7,12.4,15.8,18,253
MITSUBISHI,OUTLANDER,'SUV - SMALL',2.4,4,AV6,X,9.5,7.5,8.6,33,198
'ASTON MARTIN','DB11 V12',MINICOMPACT,5.2,12,A8,Z,15.5,11.4,13.7,21,322
CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
MERCEDES-BENZ,'CLS 400 4MATIC',COMPACT,3,6,AS7,Z,12.2,8.8,10.7,26,252
VOLVO,'XC60 T5 AWD','SUV - SMALL',2.5,5,AS6,X,12.5,9.2,11,26,254
CADILLAC,'ATS AWD',COMPACT,2,4,AS8,Z,10.8,7.9,9.5,30,222
SCION,iQ,MINICOMPACT,1.3,4,AV,X,6.5,6.3,6.4,44,147
CADILLAC,CTS,MID-SIZE,2,4,AS6,Z,11.5,7.9,9.9,29,228
BMW,'330i xDRIVE GRAN TURISMO',FULL-SIZE,2,4,AS8,Z,10.5,7.4,9.1,31,213
GMC,'YUKON FFV','SUV - STANDARD',5.3,8,A6,E,19.8,13.9,17.2,16,285
FORD,'F-150 FFV 4X4','PICKUP TRUCK - STANDARD',3.3,6,AS6,X,12.8,10.2,11.6,24,273
PORSCHE,'911 TARGA 4 GTS',MINICOMPACT,3,6,AM7,Z,12.1,9.2,10.8,26,251
JAGUAR,'F-TYPE V8 R COUPE',TWO-SEATER,5,8,AS8,Z,15,10.2,12.8,22,294
JEEP,'RENEGADE FFV','SUV - SMALL',2.4,4,A9,X,10.8,7.8,9.5,30,222
LINCOLN,'Continental AWD',FULL-SIZE,3.7,6,AS6,X,14.3,9.7,12.2,23,287
BMW,'550i xDRIVE',MID-SIZE,4.4,8,A8,Z,14.4,9.6,12.2,23,281
CHEVROLET,'Camaro ZL1',SUBCOMPACT,6.2,8,M6,Z,17.2,12,14.9,19,349
AUDI,'TT ROADSTER QUATTRO',TWO-SEATER,2,4,AM6,X,10.1,7.8,9.1,31,209
MAZDA,CX-5,'SUV - SMALL',2.5,4,AS6,X,9.8,7.7,8.6,33,204
DODGE,CHALLENGER,MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
CHEVROLET,Tahoe,'SUV - STANDARD',5.3,8,A6,X,15.7,10.5,13.4,21,314
MERCEDES-BENZ,'S 560 4MATIC',FULL-SIZE,4,8,A9,Z,13.5,8.6,11.3,25,265
MERCEDES-BENZ,'E 300 4MATIC',MID-SIZE,3.5,6,AS7,Z,11.9,8.2,10.2,28,235
TOYOTA,'RAV4 Hybrid AWD','SUV - SMALL',2.5,4,AV6,X,5.8,6.3,6,47,140
PORSCHE,'911 TURBO S',MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,266
KIA,SOUL,'STATION WAGON - SMALL',1.6,4,AS6,X,9.4,7.8,8.7,32,205
MERCEDES-BENZ,'C 300 4MATIC',COMPACT,2,4,A9,Z,11,7.3,9.4,30,219
JEEP,'NEW COMPASS 4X4','SUV - SMALL',2.4,4,M6,X,10.8,7.6,9.4,30,221
SCION,xD,SUBCOMPACT,1.8,4,M5,X,8.6,7.1,7.9,36,182
FORD,'F-150 4X4','PICKUP TRUCK - STANDARD',3,6,AS10,D,11.8,9.3,10.7,26,287
MITSUBISHI,'LANCER SPORTBACK','STATION WAGON - SMALL',2,4,AV6,X,9.6,7.3,8.6,33,198
PORSCHE,MACAN,'SUV - SMALL',2,4,A7,Z,11.6,9.3,10.6,27,248
HONDA,'Civic Coupe',COMPACT,1.5,4,AV7,X,7.8,6.4,7.2,39,167
HONDA,'CR-V AWD','SUV - SMALL',2.4,4,AV,X,9.5,7.5,8.6,33,202
DODGE,Challenger,MID-SIZE,5.7,8,M6,Z,15.6,10.1,13.1,22,307
MITSUBISHI,LANCER,COMPACT,2.4,4,AV6,X,9.8,7.6,8.8,32,204
CHEVROLET,'CAMARO ZL1',COMPACT,6.2,8,M6,Z,16.6,12.4,14.7,19,338
GMC,YUKON,'SUV - STANDARD',5.3,8,A6,E,21.5,14.6,18.4,15,294
DODGE,'Durango AWD SRT','SUV - STANDARD',6.4,8,A8,Z,18.3,12.2,15.6,18,363
SUBARU,'Outback AWD','SUV - SMALL',2.4,4,AV8,X,10.1,7.9,9.1,31,213
MAZDA,'CX-5 4WD','SUV - SMALL',2.5,4,AS6,X,9.8,7.9,9,31,210
CHEVROLET,Blazer,'SUV - SMALL',3.6,6,A9,X,12,9,10.6,27,250
FORD,'TRANSIT CONNECT VAN FFV','SPECIAL PURPOSE VEHICLE',2.5,4,AS6,X,11.9,8.7,10.4,27,244
BMW,'430i xDRIVE CABRIOLET',SUBCOMPACT,2,4,AS8,Z,10.7,7.3,9.1,31,214
TOYOTA,'Prius c',COMPACT,1.5,4,AV,X,4.9,5.5,5.1,55,120
GMC,'Yukon XL FFV','SUV - STANDARD',5.3,8,A6,E,21.2,13.9,17.9,16,298
VOLKSWAGEN,'GOLF SPORTWAGEN','STATION WAGON - SMALL',1.8,4,AS6,X,9.6,7.2,8.5,33,199
VOLVO,'XC60 T6 AWD','SUV - SMALL',2,4,AS8,Z,11.8,9.1,10.6,27,247
SUBARU,'Impreza 5-Door AWD','STATION WAGON - SMALL',2,4,AV7,X,8.4,6.6,7.6,37,177
HYUNDAI,'SANTA FE SPORT AWD','SUV - SMALL',2,4,AS6,X,12.9,9.7,11.5,25,266
NISSAN,Micra,COMPACT,1.6,4,A4,X,9,6.8,8,35,188
AUDI,'A3 CABRIOLET QUATTRO',SUBCOMPACT,2,4,AM6,X,10.8,8,9.5,30,223
GMC,'SAVANA 3500 PASSENGER','VAN - PASSENGER',4.8,8,A6,X,21.3,14.3,18.2,16,419
